Datatype,Source,Target,Product,Valuetype,Year,Value,
Detailed trade matrix,Belgium,Luxembourg,Cattle,Import Quantity (Head),2011,13004.0,
Detailed trade matrix,Belgium,Netherlands,Cattle,Import Quantity (Head),2011,106475.0,
Detailed trade matrix,Belgium,Poland,Cattle,Import Quantity (Head),2011,860.0,
Detailed trade matrix,Belgium,Portugal,Cattle,Import Quantity (Head),2011,194.0,
Detailed trade matrix,Belgium,United Kingdom,Cattle,Import Quantity (Head),2011,18.0,
Detailed trade matrix,Belize,Mexico,Cattle,Import Quantity (Head),2011,179.0,
Detailed trade matrix,Bolivia (Plurinational State of),Argentina,Cattle,Import Quantity (Head),2011,71.0,
Detailed trade matrix,Bolivia (Plurinational State of),Uruguay,Cattle,Import Quantity (Head),2011,605.0,
Detailed trade matrix,Bosnia and Herzegovina,Croatia,Cattle,Import Quantity (Head),2011,8448.0,
Detailed trade matrix,Bosnia and Herzegovina,Czech Republic,Cattle,Import Quantity (Head),2011,2076.0,
Detailed trade matrix,Bosnia and Herzegovina,France,Cattle,Import Quantity (Head),2011,195.0,
Detailed trade matrix,Bosnia and Herzegovina,Germany,Cattle,Import Quantity (Head),2011,418.0,
Detailed trade matrix,Bosnia and Herzegovina,Hungary,Cattle,Import Quantity (Head),2011,54.0,
Detailed trade matrix,Bosnia and Herzegovina,Italy,Cattle,Import Quantity (Head),2011,22.0,
Detailed trade matrix,Bosnia and Herzegovina,Poland,Cattle,Import Quantity (Head),2011,3762.0,
Detailed trade matrix,Bosnia and Herzegovina,Romania,Cattle,Import Quantity (Head),2011,3272.0,
Detailed trade matrix,Bosnia and Herzegovina,Serbia,Cattle,Import Quantity (Head),2011,21799.0,
Detailed trade matrix,Bosnia and Herzegovina,Slovakia,Cattle,Import Quantity (Head),2011,189.0,
Detailed trade matrix,Bosnia and Herzegovina,Switzerland,Cattle,Import Quantity (Head),2011,9.0,
Detailed trade matrix,Botswana,Namibia,Cattle,Import Quantity (Head),2011,46.0,
Detailed trade matrix,Botswana,South Africa,Cattle,Import Quantity (Head),2011,1104.0,
Detailed trade matrix,Brazil,Argentina,Cattle,Import Quantity (Head),2011,22.0,
Detailed trade matrix,Brazil,Uruguay,Cattle,Import Quantity (Head),2011,5240.0,
Detailed trade matrix,Bulgaria,Denmark,Cattle,Import Quantity (Head),2011,472.0,
Detailed trade matrix,Bulgaria,France,Cattle,Import Quantity (Head),2011,100.0,
Detailed trade matrix,Bulgaria,Germany,Cattle,Import Quantity (Head),2011,354.0,
Detailed trade matrix,Bulgaria,Hungary,Cattle,Import Quantity (Head),2011,144.0,
Detailed trade matrix,Bulgaria,Netherlands,Cattle,Import Quantity (Head),2011,388.0,
Detailed trade matrix,Bulgaria,Romania,Cattle,Import Quantity (Head),2011,119.0,
Detailed trade matrix,Burkina Faso,C̫te d'Ivoire,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Burkina Faso,Mali,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Burkina Faso,Niger,Cattle,Import Quantity (Head),2011,31.0,
Detailed trade matrix,Cabo Verde,Portugal,Cattle,Import Quantity (Head),2011,10.0,*
Detailed trade matrix,Canada,Canada,Cattle,Import Quantity (Head),2011,57.0,
Detailed trade matrix,Canada,Republic of Moldova,Cattle,Import Quantity (Head),2011,40.0,
Detailed trade matrix,Canada,United States of America,Cattle,Import Quantity (Head),2011,73347.0,
Detailed trade matrix,China,Australia,Cattle,Import Quantity (Head),2011,55452.0,
Detailed trade matrix,China,New Zealand,Cattle,Import Quantity (Head),2011,28272.0,
Detailed trade matrix,China,Uruguay,Cattle,Import Quantity (Head),2011,16777.0,
Detailed trade matrix,"China, Hong Kong SAR","China, mainland",Cattle,Import Quantity (Head),2011,28912.0,*
Detailed trade matrix,"China, Macao SAR","China, mainland",Cattle,Import Quantity (Head),2011,2800.0,
Detailed trade matrix,"China, mainland",Australia,Cattle,Import Quantity (Head),2011,54299.0,
Detailed trade matrix,"China, mainland",New Zealand,Cattle,Import Quantity (Head),2011,28272.0,
Detailed trade matrix,"China, mainland",Uruguay,Cattle,Import Quantity (Head),2011,16777.0,
Detailed trade matrix,"China, Taiwan Province of",Australia,Cattle,Import Quantity (Head),2011,1153.0,
Detailed trade matrix,Colombia,Canada,Cattle,Import Quantity (Head),2011,94.0,
Detailed trade matrix,Costa Rica,Guatemala,Cattle,Import Quantity (Head),2011,652.0,*
Detailed trade matrix,Costa Rica,Honduras,Cattle,Import Quantity (Head),2011,18.0,
Detailed trade matrix,Costa Rica,Mexico,Cattle,Import Quantity (Head),2011,19.0,
Detailed trade matrix,Costa Rica,Nicaragua,Cattle,Import Quantity (Head),2011,293.0,
Detailed trade matrix,Costa Rica,Panama,Cattle,Import Quantity (Head),2011,125.0,*
Detailed trade matrix,Costa Rica,United States of America,Cattle,Import Quantity (Head),2011,40.0,
Detailed trade matrix,C̫te d'Ivoire,Burkina Faso,Cattle,Import Quantity (Head),2011,117.0,
Detailed trade matrix,C̫te d'Ivoire,Ghana,Cattle,Import Quantity (Head),2011,46.0,
Detailed trade matrix,C̫te d'Ivoire,Niger,Cattle,Import Quantity (Head),2011,18.0,
Detailed trade matrix,Croatia,Austria,Cattle,Import Quantity (Head),2011,648.0,
Detailed trade matrix,Croatia,Bulgaria,Cattle,Import Quantity (Head),2011,240.0,
Detailed trade matrix,Croatia,Czech Republic,Cattle,Import Quantity (Head),2011,22921.0,
Detailed trade matrix,Croatia,Denmark,Cattle,Import Quantity (Head),2011,517.0,
Detailed trade matrix,Croatia,Estonia,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Croatia,France,Cattle,Import Quantity (Head),2011,72.0,
Detailed trade matrix,Croatia,Germany,Cattle,Import Quantity (Head),2011,8182.0,
Detailed trade matrix,Croatia,Hungary,Cattle,Import Quantity (Head),2011,5535.0,
Detailed trade matrix,Croatia,Ireland,Cattle,Import Quantity (Head),2011,36.0,
Detailed trade matrix,Croatia,Italy,Cattle,Import Quantity (Head),2011,1000.0,
Detailed trade matrix,Croatia,Lithuania,Cattle,Import Quantity (Head),2011,29.0,
Detailed trade matrix,Croatia,Netherlands,Cattle,Import Quantity (Head),2011,404.0,
Detailed trade matrix,Croatia,Poland,Cattle,Import Quantity (Head),2011,28624.0,
Detailed trade matrix,Croatia,Romania,Cattle,Import Quantity (Head),2011,71465.0,
Detailed trade matrix,Croatia,Slovakia,Cattle,Import Quantity (Head),2011,12146.0,
Detailed trade matrix,Croatia,Slovenia,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,Croatia,United Kingdom,Cattle,Import Quantity (Head),2011,77.0,
Detailed trade matrix,Czech Republic,Austria,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Czech Republic,Belgium,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Czech Republic,France,Cattle,Import Quantity (Head),2011,30.0,
Detailed trade matrix,Czech Republic,Germany,Cattle,Import Quantity (Head),2011,58.0,
Detailed trade matrix,Czech Republic,Netherlands,Cattle,Import Quantity (Head),2011,183.0,
Detailed trade matrix,Czech Republic,Slovakia,Cattle,Import Quantity (Head),2011,1202.0,
Detailed trade matrix,Ecuador,Colombia,Cattle,Import Quantity (Head),2011,12.0,
Detailed trade matrix,Egypt,Australia,Cattle,Import Quantity (Head),2011,14602.0,
Detailed trade matrix,Egypt,Croatia,Cattle,Import Quantity (Head),2011,9418.0,
Detailed trade matrix,Egypt,Djibouti,Cattle,Import Quantity (Head),2011,5296.0,
Detailed trade matrix,Egypt,Ethiopia,Cattle,Import Quantity (Head),2011,19263.0,
Detailed trade matrix,Egypt,Germany,Cattle,Import Quantity (Head),2011,5463.0,
Detailed trade matrix,Egypt,Hungary,Cattle,Import Quantity (Head),2011,778.0,
Detailed trade matrix,Egypt,Netherlands,Cattle,Import Quantity (Head),2011,3078.0,
Detailed trade matrix,Egypt,Romania,Cattle,Import Quantity (Head),2011,810.0,
Detailed trade matrix,El Salvador,Costa Rica,Cattle,Import Quantity (Head),2011,80.0,
Detailed trade matrix,El Salvador,Guatemala,Cattle,Import Quantity (Head),2011,2590.0,
Detailed trade matrix,El Salvador,Honduras,Cattle,Import Quantity (Head),2011,115.0,
Detailed trade matrix,El Salvador,Nicaragua,Cattle,Import Quantity (Head),2011,198.0,
Detailed trade matrix,Estonia,Czech Republic,Cattle,Import Quantity (Head),2011,14.0,
Detailed trade matrix,Estonia,Finland,Cattle,Import Quantity (Head),2011,104.0,
Detailed trade matrix,Estonia,France,Cattle,Import Quantity (Head),2011,7.0,
Detailed trade matrix,Estonia,Germany,Cattle,Import Quantity (Head),2011,8.0,
Detailed trade matrix,Estonia,Netherlands,Cattle,Import Quantity (Head),2011,202.0,
Detailed trade matrix,Estonia,United Kingdom,Cattle,Import Quantity (Head),2011,2.0,
Detailed trade matrix,Ethiopia,Netherlands,Cattle,Import Quantity (Head),2011,1058.0,
Detailed trade matrix,Fiji,New Zealand,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,France,Belgium,Cattle,Import Quantity (Head),2011,12444.0,
Detailed trade matrix,France,Czech Republic,Cattle,Import Quantity (Head),2011,81.0,
Detailed trade matrix,France,Germany,Cattle,Import Quantity (Head),2011,1994.0,
Detailed trade matrix,France,Ireland,Cattle,Import Quantity (Head),2011,434.0,
Detailed trade matrix,France,Italy,Cattle,Import Quantity (Head),2011,441.0,
Detailed trade matrix,France,Luxembourg,Cattle,Import Quantity (Head),2011,110.0,
Detailed trade matrix,France,Netherlands,Cattle,Import Quantity (Head),2011,37726.0,
Detailed trade matrix,France,Spain,Cattle,Import Quantity (Head),2011,43173.0,
Detailed trade matrix,France,Switzerland,Cattle,Import Quantity (Head),2011,57.0,
Detailed trade matrix,Gambia,United Kingdom,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Georgia,Azerbaijan,Cattle,Import Quantity (Head),2011,88.0,
Detailed trade matrix,Georgia,Germany,Cattle,Import Quantity (Head),2011,63.0,
Detailed trade matrix,Germany,Austria,Cattle,Import Quantity (Head),2011,24064.0,
Detailed trade matrix,Germany,Belgium,Cattle,Import Quantity (Head),2011,3787.0,
Detailed trade matrix,Germany,Canada,Cattle,Import Quantity (Head),2011,39.0,
Detailed trade matrix,Germany,Czech Republic,Cattle,Import Quantity (Head),2011,18653.0,
Detailed trade matrix,Germany,Denmark,Cattle,Import Quantity (Head),2011,5255.0,
Detailed trade matrix,Germany,Estonia,Cattle,Import Quantity (Head),2011,203.0,
Detailed trade matrix,Germany,France,Cattle,Import Quantity (Head),2011,19480.0,
Detailed trade matrix,Germany,Hungary,Cattle,Import Quantity (Head),2011,3671.0,
Detailed trade matrix,Germany,Ireland,Cattle,Import Quantity (Head),2011,6.0,
Detailed trade matrix,Germany,Italy,Cattle,Import Quantity (Head),2011,1921.0,
Detailed trade matrix,Germany,Latvia,Cattle,Import Quantity (Head),2011,1046.0,
Detailed trade matrix,Germany,Luxembourg,Cattle,Import Quantity (Head),2011,10941.0,
Detailed trade matrix,Germany,Netherlands,Cattle,Import Quantity (Head),2011,17438.0,
Detailed trade matrix,Germany,Poland,Cattle,Import Quantity (Head),2011,270.0,
Detailed trade matrix,Germany,Romania,Cattle,Import Quantity (Head),2011,1946.0,
Detailed trade matrix,Germany,Switzerland,Cattle,Import Quantity (Head),2011,76.0,
Detailed trade matrix,Germany,United Kingdom,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,Ghana,Belgium,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,Burkina Faso,Cattle,Import Quantity (Head),2011,122.0,*
Detailed trade matrix,Ghana,C̫te d'Ivoire,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,Mali,Cattle,Import Quantity (Head),2011,8.0,*
Detailed trade matrix,Ghana,Republic of Korea,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,Sierra Leone,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,South Africa,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,United Arab Emirates,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,United Kingdom,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Ghana,United States of America,Cattle,Import Quantity (Head),2011,0.0,
Detailed trade matrix,Greece,Belgium,Cattle,Import Quantity (Head),2011,35.0,
Detailed trade matrix,Greece,Bulgaria,Cattle,Import Quantity (Head),2011,171.0,*
Detailed trade matrix,Greece,Czech Republic,Cattle,Import Quantity (Head),2011,787.0,*
Detailed trade matrix,Greece,Denmark,Cattle,Import Quantity (Head),2011,448.0,
Detailed trade matrix,Greece,France,Cattle,Import Quantity (Head),2011,11312.0,
Detailed trade matrix,Greece,Germany,Cattle,Import Quantity (Head),2011,165.0,
Detailed trade matrix,Greece,Hungary,Cattle,Import Quantity (Head),2011,6525.0,*
Detailed trade matrix,Greece,Ireland,Cattle,Import Quantity (Head),2011,322.0,
Detailed trade matrix,Greece,Italy,Cattle,Import Quantity (Head),2011,1358.0,
Detailed trade matrix,Greece,Latvia,Cattle,Import Quantity (Head),2011,62.0,
Detailed trade matrix,Greece,Netherlands,Cattle,Import Quantity (Head),2011,1116.0,
Detailed trade matrix,Greece,Poland,Cattle,Import Quantity (Head),2011,3424.0,
Detailed trade matrix,Greece,Romania,Cattle,Import Quantity (Head),2011,7868.0,*
Detailed trade matrix,Greece,Slovakia,Cattle,Import Quantity (Head),2011,159.0,
Detailed trade matrix,Greece,Slovenia,Cattle,Import Quantity (Head),2011,30.0,
Detailed trade matrix,Greece,Spain,Cattle,Import Quantity (Head),2011,2715.0,*
Detailed trade matrix,Greece,Sweden,Cattle,Import Quantity (Head),2011,1.0,*
Detailed trade matrix,Greece,United Kingdom,Cattle,Import Quantity (Head),2011,6.0,*
Detailed trade matrix,Guatemala,Costa Rica,Cattle,Import Quantity (Head),2011,72.0,
Detailed trade matrix,Guatemala,Mexico,Cattle,Import Quantity (Head),2011,15.0,
Detailed trade matrix,Guatemala,Nicaragua,Cattle,Import Quantity (Head),2011,1112.0,
Detailed trade matrix,Guatemala,Panama,Cattle,Import Quantity (Head),2011,39.0,
Detailed trade matrix,Guyana,United States of America,Cattle,Import Quantity (Head),2011,20.0,
Detailed trade matrix,Hungary,Austria,Cattle,Import Quantity (Head),2011,2095.0,
Detailed trade matrix,Hungary,Belgium,Cattle,Import Quantity (Head),2011,117.0,
Detailed trade matrix,Hungary,Bulgaria,Cattle,Import Quantity (Head),2011,441.0,
Detailed trade matrix,Hungary,Czech Republic,Cattle,Import Quantity (Head),2011,1467.0,
Detailed trade matrix,Hungary,Denmark,Cattle,Import Quantity (Head),2011,600.0,
Detailed trade matrix,Hungary,France,Cattle,Import Quantity (Head),2011,11929.0,
Detailed trade matrix,Hungary,Germany,Cattle,Import Quantity (Head),2011,8605.0,
Detailed trade matrix,Hungary,Greece,Cattle,Import Quantity (Head),2011,1125.0,
Detailed trade matrix,Hungary,Ireland,Cattle,Import Quantity (Head),2011,1122.0,
Detailed trade matrix,Hungary,Italy,Cattle,Import Quantity (Head),2011,571.0,
Detailed trade matrix,Hungary,Lithuania,Cattle,Import Quantity (Head),2011,697.0,
Detailed trade matrix,Hungary,Netherlands,Cattle,Import Quantity (Head),2011,11226.0,
Detailed trade matrix,Hungary,Poland,Cattle,Import Quantity (Head),2011,623.0,
Detailed trade matrix,Hungary,Romania,Cattle,Import Quantity (Head),2011,6720.0,
Detailed trade matrix,Hungary,Slovakia,Cattle,Import Quantity (Head),2011,16331.0,
Detailed trade matrix,Hungary,Slovenia,Cattle,Import Quantity (Head),2011,86.0,
Detailed trade matrix,Hungary,Switzerland,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Hungary,Turkey,Cattle,Import Quantity (Head),2011,231.0,*
Detailed trade matrix,Hungary,United Kingdom,Cattle,Import Quantity (Head),2011,4404.0,
Detailed trade matrix,Indonesia,Australia,Cattle,Import Quantity (Head),2011,408194.0,
Detailed trade matrix,Ireland,Netherlands,Cattle,Import Quantity (Head),2011,4.0,*
Detailed trade matrix,Ireland,United Kingdom,Cattle,Import Quantity (Head),2011,640.0,*
Detailed trade matrix,Israel,Australia,Cattle,Import Quantity (Head),2011,61707.0,*
Detailed trade matrix,Israel,Hungary,Cattle,Import Quantity (Head),2011,7939.0,
Detailed trade matrix,Israel,Jordan,Cattle,Import Quantity (Head),2011,24877.0,*
Detailed trade matrix,Israel,Lithuania,Cattle,Import Quantity (Head),2011,35520.0,
Detailed trade matrix,Israel,Serbia,Cattle,Import Quantity (Head),2011,38219.0,
Detailed trade matrix,Italy,Austria,Cattle,Import Quantity (Head),2011,68706.0,
Detailed trade matrix,Italy,Belgium,Cattle,Import Quantity (Head),2011,9135.0,
Detailed trade matrix,Italy,Bulgaria,Cattle,Import Quantity (Head),2011,256.0,
Detailed trade matrix,Italy,Czech Republic,Cattle,Import Quantity (Head),2011,10582.0,
Detailed trade matrix,Italy,Denmark,Cattle,Import Quantity (Head),2011,515.0,
Detailed trade matrix,Italy,France,Cattle,Import Quantity (Head),2011,981017.0,
Detailed trade matrix,Italy,Germany,Cattle,Import Quantity (Head),2011,38298.0,
Detailed trade matrix,Italy,Greece,Cattle,Import Quantity (Head),2011,42.0,
Detailed trade matrix,Italy,Hungary,Cattle,Import Quantity (Head),2011,1615.0,
Detailed trade matrix,Italy,Ireland,Cattle,Import Quantity (Head),2011,48390.0,
Detailed trade matrix,Italy,Lithuania,Cattle,Import Quantity (Head),2011,3695.0,
Detailed trade matrix,Italy,Luxembourg,Cattle,Import Quantity (Head),2011,1667.0,
Detailed trade matrix,Italy,Netherlands,Cattle,Import Quantity (Head),2011,5630.0,
Detailed trade matrix,Italy,Poland,Cattle,Import Quantity (Head),2011,96245.0,
Detailed trade matrix,Italy,Portugal,Cattle,Import Quantity (Head),2011,10.0,
Detailed trade matrix,Italy,Romania,Cattle,Import Quantity (Head),2011,24708.0,
Detailed trade matrix,Italy,Slovakia,Cattle,Import Quantity (Head),2011,12119.0,
Detailed trade matrix,Italy,Slovenia,Cattle,Import Quantity (Head),2011,14172.0,
Detailed trade matrix,Italy,Spain,Cattle,Import Quantity (Head),2011,23585.0,
Detailed trade matrix,Italy,Switzerland,Cattle,Import Quantity (Head),2011,138.0,
Detailed trade matrix,Italy,United Kingdom,Cattle,Import Quantity (Head),2011,592.0,
Detailed trade matrix,Japan,Australia,Cattle,Import Quantity (Head),2011,12273.0,
Detailed trade matrix,Jordan,Australia,Cattle,Import Quantity (Head),2011,5010.0,
Detailed trade matrix,Jordan,Brazil,Cattle,Import Quantity (Head),2011,4675.0,
Detailed trade matrix,Jordan,Colombia,Cattle,Import Quantity (Head),2011,7827.0,
Detailed trade matrix,Jordan,Ethiopia,Cattle,Import Quantity (Head),2011,4138.0,
Detailed trade matrix,Jordan,Germany,Cattle,Import Quantity (Head),2011,695.0,
Detailed trade matrix,Jordan,Netherlands,Cattle,Import Quantity (Head),2011,825.0,
Detailed trade matrix,Jordan,Romania,Cattle,Import Quantity (Head),2011,9704.0,
Detailed trade matrix,Jordan,Uruguay,Cattle,Import Quantity (Head),2011,3609.0,
Detailed trade matrix,Kazakhstan,Australia,Cattle,Import Quantity (Head),2011,1219.0,
Detailed trade matrix,Kazakhstan,Canada,Cattle,Import Quantity (Head),2011,2482.0,
Detailed trade matrix,Kazakhstan,Czech Republic,Cattle,Import Quantity (Head),2011,128.0,
Detailed trade matrix,Kazakhstan,France,Cattle,Import Quantity (Head),2011,574.0,
Detailed trade matrix,Kazakhstan,Germany,Cattle,Import Quantity (Head),2011,3283.0,
Detailed trade matrix,Kazakhstan,Ireland,Cattle,Import Quantity (Head),2011,1071.0,
Detailed trade matrix,Kazakhstan,Russian Federation,Cattle,Import Quantity (Head),2011,1468.0,
Detailed trade matrix,Kazakhstan,United States of America,Cattle,Import Quantity (Head),2011,5072.0,
Detailed trade matrix,Kazakhstan,Uzbekistan,Cattle,Import Quantity (Head),2011,1.0,
Detailed trade matrix,Latvia,Denmark,Cattle,Import Quantity (Head),2011,80.0,
Detailed trade matrix,Latvia,Estonia,Cattle,Import Quantity (Head),2011,1442.0,
Detailed trade matrix,Latvia,Germany,Cattle,Import Quantity (Head),2011,505.0,
Detailed trade matrix,Latvia,Lithuania,Cattle,Import Quantity (Head),2011,3.0,
Detailed trade matrix,Latvia,Netherlands,Cattle,Import Quantity (Head),2011,431.0,
Detailed trade matrix,Lebanon,Australia,Cattle,Import Quantity (Head),2011,700.0,
Detailed trade matrix,Lebanon,Belgium,Cattle,Import Quantity (Head),2011,750.0,
Detailed trade matrix,Lebanon,Bosnia and Herzegovina,Cattle,Import Quantity (Head),2011,954.0,
Detailed trade matrix,Lebanon,Brazil,Cattle,Import Quantity (Head),2011,67783.0,
Detailed trade matrix,Lebanon,Colombia,Cattle,Import Quantity (Head),2011,51614.0,
Detailed trade matrix,Lebanon,Croatia,Cattle,Import Quantity (Head),2011,4877.0,
Detailed trade matrix,Lebanon,Czech Republic,Cattle,Import Quantity (Head),2011,1558.0,
Detailed trade matrix,Lebanon,Ethiopia,Cattle,Import Quantity (Head),2011,5381.0,
Detailed trade matrix,Lebanon,France,Cattle,Import Quantity (Head),2011,32304.0,
Detailed trade matrix,Lebanon,Germany,Cattle,Import Quantity (Head),2011,2272.0,
Detailed trade matrix,Lebanon,Hungary,Cattle,Import Quantity (Head),2011,2350.0,
Detailed trade matrix,Lebanon,Italy,Cattle,Import Quantity (Head),2011,137.0,
Detailed trade matrix,Lebanon,Luxembourg,Cattle,Import Quantity (Head),2011,179.0,
Detailed trade matrix,Lebanon,Netherlands,Cattle,Import Quantity (Head),2011,430.0,
Detailed trade matrix,Lebanon,Republic of Moldova,Cattle,Import Quantity (Head),2011,1580.0,
Detailed trade matrix,Lebanon,Romania,Cattle,Import Quantity (Head),2011,1930.0,
Detailed trade matrix,Lebanon,Slovenia,Cattle,Import Quantity (Head),2011,112.0,
Detailed trade matrix,Lebanon,Somalia,Cattle,Import Quantity (Head),2011,1496.0,
Detailed trade matrix,Lebanon,Spain,Cattle,Import Quantity (Head),2011,26860.0,
Detailed trade matrix,Lebanon,Sudan (former),Cattle,Import Quantity (Head),2011,975.0,
Detailed trade matrix,Lebanon,Uruguay,Cattle,Import Quantity (Head),2011,1661.0,
Detailed trade matrix,Lithuania,Estonia,Cattle,Import Quantity (Head),2011,1223.0,
Detailed trade matrix,Lithuania,Germany,Cattle,Import Quantity (Head),2011,174.0,
Detailed trade matrix,Lithuania,Hungary,Cattle,Import Quantity (Head),2011,70.0,
Detailed trade matrix,Lithuania,Ireland,Cattle,Import Quantity (Head),2011,86.0,
Detailed trade matrix,Lithuania,Latvia,Cattle,Import Quantity (Head),2011,7340.0,
